Sr. No.,Data Source,Shop Name,Contact / Owner,WhatsApp Number,Area / Locality,Zone,Store Type,Years Operating,Has Refrigerator,ADA / Distributor,Brands Stocked,Stocks Amul C&T,Aware of Amul C&T,Why Not Stocking C&T,C&T SKU Mix (80g / 180g / 850g),C&T Estimated Packs / Week,Amul Masti Dahi Packs / Week (est.),Pack Sizes Most in Demand,Packaging Format Preferred,#1 Selling Dahi Brand at Store,"Brand Ranking (brands stocked, by volume)",Amul Dahi Sales Change vs 1 Year Ago,Primary Reason Customers Choose Competitor,Customers Ask for Amul Dahi by Name,Customers Ask for Other Brand by Name,Margin on Amul Dahi (from price list),Best Trade Promotions Brand,Branded Display / Fridge Provided By,Best Rep Visits Brand,Best Shelf Life / Freshness Brand,Preferential Shelf Placement Brand,Biggest 6-Month Growth Brand,Trade Promotions Received on Amul Dahi,Amul Rep Visit Frequency,Customer Complaints About Amul Dahi,Customer Feedback on Amul C&T Specifically,Suggested Changes / Improvements for Amul,Other Feedback for Amul,Timestamp,zone_clean,store_type_clean,years_operating_clean,fridge_type,awareness_tier,rep_visit_clean,promo_received_clean,stocks_ct,pack_format_clean,phone_clean,phone_valid,feat_refrigerator_flag,feat_dedicated_fridge,feat_awareness_score,feat_rep_visit_score,feat_promo_bonus,feat_engagement_score,feat_infrastructure_score,feat_competitor_presence,feat_frubon_threat_score,feat_ct_weekly_volume,feat_masti_weekly_volume,feat_years_operating_num,feat_adoption_likelihood,nlp_complaints,nlp_ct_feedback,nlp_suggestions,nlp_other_feedback,nlp_why_not_stocking,nlp_full_corpus
367,Synthetic (Shoppee YES + March Sales),Rajasthan Bakery,,8386050141.0,Panchyawala,Amer / Periphery / Ajmer Road,Bakery / Convenience,5–10 years,"Yes, dedicated dairy refrigerator",M.D.Agency,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup)",No,"No, not aware at all",,,,20–50 packs/week,"80g / 180g (small cup, single use), 400–500g (medium, family meal)","Cup/tub (convenient, resealable)",Amul_Masti Dahi,"#1: Amul Masti Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup)",Increased significantly,Price,"Yes, sometimes",,Amul Masti Dahi: 5–10%,Frubon,,Saras,Saras,"Amul (Eye Level, Front Of Fridge)",Saras Dahi,"No, never",Monthly,No complaints,No awareness among customers,Smaller affordable SKU for single-use,no_data,,Amer_Periphery,Bakery,5_10yrs,dedicated,unaware,monthly,never,False,cup,83860501410,False,1,1,0,2,0,2,2,1,2,0,35,3,4.79,no complaints,no awareness among customers,smaller affordable sku for single-use,no_data,no_data,no complaints | no awareness among customers | smaller affordable sku for single-use
368,Synthetic (Shoppee YES + March Sales),Suman Saini (Agarwal Kirana),Suman Saini,9829610671.0,4 Chitragupt Nagar 1St Imli Phatak,Amer / Periphery / Ajmer Road,Kiryana/General store,More than 10 years,"Yes, dedicated dairy refrigerator",Mohanl Lal Saini,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup)",No,"Yes, aware but not stocking",Saras is sufficient for my customers,,,50–100 packs/week,"80g / 180g (small cup, single use)","Cup/tub (convenient, resealable)",Amul_Masti Dahi,"#1: Amul Masti Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup)",Increased slightly,Thickness/texture preference,"Yes, often",,Amul Masti Dahi: 5–10%,Saras,,Saras,Amul,"Amul (Eye Level, Front Of Fridge)",Frubon Dahi,"No, never",Fortnightly,No complaints,No awareness among customers,More frequent sales rep visits,no_data,,Amer_Periphery,Kiryana,gt_10yrs,dedicated,aware_only,fortnightly,never,False,cup,98296106710,False,1,1,1,3,0,3,2,1,0,0,75,4,6.67,no complaints,no awareness among customers,more frequent sales rep visits,no_data,saras is sufficient for my customers,no complaints | no awareness among customers | more frequent sales rep visits | saras is sufficient for my customers
369,Synthetic (Shoppee YES + March Sales),Vinayak Kitchen,Vishnu Dutt Kasera,8233815587.0,Shayam Nagar Thana,Amer / Periphery / Ajmer Road,Kiryana/General store,More than 10 years,"Yes, dedicated dairy refrigerator",Gaura Agencies,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup), FruBon Dahi",No,"Yes, aware but not stocking",No customer demand/enquiry; Company rep hasn't offered it,,,50–100 packs/week,"80g / 180g (small cup, single use), 400–500g (medium, family meal), 850g (large family pack)","Cup/tub (convenient, resealable)",Amul_Masti Dahi,"#1: Amul Masti Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup), #4: FruBon Dahi",Increased significantly,Thickness/texture preference,"Yes, sometimes",,Amul Masti Dahi: 5–10%,Frubon,,Saras,Saras,"Amul (Eye Level, Front Of Fridge)",Amul_Masti Dahi,"No, never",Rarely (once in 2–3 months),Not thick enough,Customers haven't asked for it,More advertising in Jaipur,no_data,,Amer_Periphery,Kiryana,gt_10yrs,dedicated,aware_only,rarely,never,False,cup,82338155870,False,1,1,1,1,0,1,2,1,2,0,75,4,6.0,not thick enough,customers haven't asked for it,more advertising in jaipur,no_data,no customer demand/enquiry company rep hasn't offered it,not thick enough | customers haven't asked for it | more advertising in jaipur | no customer demand/enquiry company rep hasn't offered it
370,Synthetic (Shoppee YES + March Sales),Shree Shyam Sweets,Sitaram Sharma,982899588.0,"Sector 28, Pratap Nagar",Malviya Nagar / Jagatpura / Sanganer,Dairy booth / Parlour,Less than 2 years,"Yes, dedicated dairy refrigerator",Rishit,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup), Saras Dahi",No,"Yes, aware but not stocking",No customer demand/enquiry,,,20–50 packs/week,"80g / 180g (small cup, single use)",Pouch (cheaper),Amul_Masti Dahi,"#1: Amul Masti Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup), #4: Saras Dahi",Increased slightly,Local pride in Saras,"Yes, sometimes",,Amul Masti Dahi: 5–10%,None / No Promotions,Saras Booth/Display,Saras,Amul,"Saras (Eye Level, Front Of Fridge)",Saras Dahi,"No, never",Rarely (once in 2–3 months),Packaging leaks or breaks,Too thin/watery compared to Masti Dahi per retailer observation,More consumer-facing offers/free trials,no_data,,Malviya_Sanganer,Dairy_Parlour,lt_2yrs,dedicated,aware_only,rarely,never,False,pouch,9828995880,True,1,1,1,1,0,1,2,1,0,0,35,1,4.87,packaging leaks or breaks,too thin/watery compared to masti dahi per retailer observation,more consumer-facing offers/free trials,no_data,no customer demand/enquiry,packaging leaks or breaks | too thin/watery compared to masti dahi per retailer observation | more consumer-facing offers/free trials | no customer demand/enquiry
371,Synthetic (Shoppee YES + March Sales),Balaji Departmental Store,Shrei Ram Chandra Swami,8875806986.0,Nagle Jaisa Bohra,Amer / Periphery / Ajmer Road,Supermarket / Modern trade,2–5 years,"Yes, dedicated dairy refrigerator",Jasoda,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup), Amul Dahi Creamy & Tasty, Saras Dahi, Mother Dairy Curd",Yes,"Yes, I stock it",,80g Cup,Less than 20 packs/week,200–500 packs/week,"80g / 180g (small cup, single use)",Pouch (cheaper),Amul_Masti Dahi,"#1: Amul Masti Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup), #4: Amul Dahi Creamy & Tasty",Decreased slightly,Price,Rarely,,"Amul C&T: 80g=24%, 180g=30%, 850g=6.8% | Masti: 5–10%",Saras,,Saras,About The Same,"Amul (Eye Level, Front Of Fridge)",Amul Dahi Creamy & Tasty,"No, never",Monthly,No complaints,"Sells okay, no specific complaints",More advertising in Jaipur,no_data,,Amer_Periphery,Supermarket,2_5yrs,dedicated,stocking,monthly,never,True,pouch,88758069860,False,1,1,3,2,0,2,2,1,0,10,350,2,7.92,no complaints,"sells okay, no specific complaints",more advertising in jaipur,no_data,no_data,"no complaints | sells okay, no specific complaints | more advertising in jaipur"
372,Synthetic (Shoppee YES + March Sales),Keshav Deprt Store,Mohan Lal Sharma,9828430516.0,Omex City Bad Ke Balaji Ajmer Road,Amer / Periphery / Ajmer Road,Kiryana/General store,More than 10 years,"Yes, dedicated dairy refrigerator",Gayatri,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup), Amul Dahi Creamy & Tasty",Yes,"Yes, I stock it",,"850g Pouch, 180g Cup",Less than 20 packs/week,100–200 packs/week,"80g / 180g (small cup, single use), 400–500g (medium, family meal)",No clear preference,Amul_Masti Dahi,"#1: Amul Masti Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup), #4: Amul Dahi Creamy & Tasty",Increased slightly,Price,Rarely,,"Amul C&T: 80g=24%, 180g=30%, 850g=6.8% | Masti: 5–10%",None / No Promotions,,Frubon,Saras,"Amul (Eye Level, Front Of Fridge)",Amul Dahi Creamy & Tasty,"No, never",Weekly,Packaging leaks or breaks,"Sells okay, no specific complaints",More consumer-facing offers/free trials,no_data,,Amer_Periphery,Kiryana,gt_10yrs,dedicated,stocking,weekly,never,True,no_preference,98284305160,False,1,1,3,4,0,4,2,1,1,10,150,4,9.33,packaging leaks or breaks,"sells okay, no specific complaints",more consumer-facing offers/free trials,no_data,no_data,"packaging leaks or breaks | sells okay, no specific complaints | more consumer-facing offers/free trials"
373,Synthetic (Shoppee YES + March Sales),Saini Tea,Narendra,9413255002.0,Opp K.S Ford,Amer / Periphery / Ajmer Road,Kiryana/General store,2–5 years,"Yes, dedicated dairy refrigerator",Krishna,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup), Saras Dahi",No,"No, not aware at all",,,,50–100 packs/week,"400–500g (medium, family meal)","Cup/tub (convenient, resealable)",Amul_Masti Dahi,"#1: Amul Masti Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup), #4: Saras Dahi",Stayed the same,Local pride in Saras,"Yes, sometimes",,Amul Masti Dahi: 5–10%,None / No Promotions,,Frubon,Saras,"Saras (Eye Level, Front Of Fridge)",Frubon Dahi,"No, never",Monthly,No complaints,Too thin/watery compared to Masti Dahi per retailer observation,More advertising in Jaipur,no_data,,Amer_Periphery,Kiryana,2_5yrs,dedicated,unaware,monthly,never,False,cup,94132550020,False,1,1,0,2,0,2,2,1,1,0,75,2,4.42,no complaints,too thin/watery compared to masti dahi per retailer observation,more advertising in jaipur,no_data,no_data,no complaints | too thin/watery compared to masti dahi per retailer observation | more advertising in jaipur
374,Synthetic (Shoppee YES + March Sales),Jai Laxmi Fruits&Sabji Bhandar,Neeraj,7014090793.0,Shipra Path Mansarovar,Vaishali Nagar / Mansarovar,Dairy booth / Parlour,More than 10 years,"Yes, dedicated dairy refrigerator",Shree Syam Parlour,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup)",No,"No, not aware at all",,,,50–100 packs/week,"80g / 180g (small cup, single use), 400–500g (medium, family meal)",Pouch (cheaper),Amul_Masti Dahi,"#1: Amul Masti Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup)",Stayed the same,Price,"Yes, often",,Amul Masti Dahi: 5–10%,None / No Promotions,Frubon Provides Display Box,Frubon,Amul,"Amul (Eye Level, Front Of Fridge)",Amul_Masti Dahi,"No, never",Monthly,Not thick enough,Customers haven't asked for it,Smaller affordable SKU for single-use,no_data,,Vaishali_Mansarovar,Dairy_Parlour,gt_10yrs,dedicated,unaware,monthly,never,False,pouch,70140907930,False,1,1,0,2,0,2,2,1,1,0,75,4,5.17,not thick enough,customers haven't asked for it,smaller affordable sku for single-use,no_data,no_data,not thick enough | customers haven't asked for it | smaller affordable sku for single-use
375,Synthetic (Shoppee YES + March Sales),Balaji Trading,Rajesh Kumar Sharma,9352783008.0,Mahesh Nagar 80 Feet Road,Amer / Periphery / Ajmer Road,Kiryana/General store,5–10 years,"Yes, dedicated dairy refrigerator",Anjini,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup)",No,"Yes, aware but not stocking",Company rep hasn't offered it,,,50–100 packs/week,"80g / 180g (small cup, single use)","Cup/tub (convenient, resealable)",Amul_Masti Dahi,"#1: Amul Masti Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup)",Stayed the same,Taste preference,"Yes, often",,Amul Masti Dahi: 5–10%,Frubon,Saras Booth/Display,Frubon,Amul,"Amul (Eye Level, Front Of Fridge)",Frubon Dahi,"No, never",Rarely (once in 2–3 months),No complaints,Customers haven't asked for it,More consumer-facing offers/free trials,no_data,,Amer_Periphery,Kiryana,5_10yrs,dedicated,aware_only,rarely,never,False,cup,93527830080,False,1,1,1,1,0,1,2,1,3,0,75,3,5.62,no complaints,customers haven't asked for it,more consumer-facing offers/free trials,no_data,company rep hasn't offered it,no complaints | customers haven't asked for it | more consumer-facing offers/free trials | company rep hasn't offered it
376,Synthetic (Shoppee YES + March Sales),Shree Ram Dairy,Ram Saran Natani,9829374094.0,Banipark,Amer / Periphery / Ajmer Road,Dairy booth / Parlour,More than 10 years,"Yes, dedicated dairy refrigerator",Aditya Cor.,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup), Saras Dahi",No,"No, not aware at all",,,,50–100 packs/week,"80g / 180g (small cup, single use), 400–500g (medium, family meal)",Pouch (cheaper),Amul_Masti Dahi,"#1: Amul Masti Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup), #4: Saras Dahi",Stayed the same,Thickness/texture preference,"Yes, often",,Amul Masti Dahi: 5–10%,Frubon,Frubon Provides Display Box,Amul,About The Same,"Amul (Eye Level, Front Of Fridge)",Amul_Masti Dahi,"No, never",Monthly,No complaints,No awareness among customers,More advertising in Jaipur,no_data,,Amer_Periphery,Dairy_Parlour,gt_10yrs,dedicated,unaware,monthly,never,False,pouch,98293740940,False,1,1,0,2,0,2,2,1,2,0,75,4,5.17,no complaints,no awareness among customers,more advertising in jaipur,no_data,no_data,no complaints | no awareness among customers | more advertising in jaipur
377,Synthetic (Shoppee YES + March Sales),Shree Ram Dakad Kirana,Vinod Kumar Nagar,7792937411.0,Swarn Path Mansarover,Amer / Periphery / Ajmer Road,Kiryana/General store,More than 10 years,"Yes, dedicated dairy refrigerator",Darpan,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup)",No,"No, not aware at all",,,,50–100 packs/week,"80g / 180g (small cup, single use), 400–500g (medium, family meal), 850g (large family pack)",Pouch (cheaper),Amul_Masti Dahi,"#1: Amul Masti Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup)",Increased significantly,Familiarity/habit,Rarely,,Amul Masti Dahi: 5–10%,Frubon,Frubon Provides Display Box,Frubon,Amul,"Amul (Eye Level, Front Of Fridge)",Frubon Dahi,"Yes, occasionally",Monthly,Curd is too sour,Customers haven't asked for it,Better margins for retailers,no_data,,Amer_Periphery,Kiryana,gt_10yrs,dedicated,unaware,monthly,yes_occasionally,False,pouch,77929374110,False,1,1,0,2,2,4,2,1,3,0,75,4,5.83,curd is too sour,customers haven't asked for it,better margins for retailers,no_data,no_data,curd is too sour | customers haven't asked for it | better margins for retailers
378,Synthetic (Shoppee YES + March Sales),Radhika Bakers,Manoj Kumar Sharma,9610245115.0,Bandhu Nagar Murlipura,Jhotwara / Murlipura,Bakery / Convenience,More than 10 years,"Yes, dedicated dairy refrigerator",Tanu Enterprise,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup)",No,"No, not aware at all",,,,200–500 packs/week,"80g / 180g (small cup, single use)","Cup/tub (convenient, resealable)",Amul_Masti Dahi,"#1: Amul Masti Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup)",Increased slightly,Thickness/texture preference,"Yes, often",,Amul Masti Dahi: 5–10%,Frubon,,Amul,Amul,"Amul (Eye Level, Front Of Fridge)",Amul_Masti Dahi,"No, never",Rarely (once in 2–3 months),Curd is too sour,Too thin/watery compared to Masti Dahi per retailer observation,More advertising in Jaipur,no_data,,Jhotwara_Murlipura,Bakery,gt_10yrs,dedicated,unaware,rarely,never,False,cup,96102451150,False,1,1,0,1,0,1,2,1,2,0,350,4,4.83,curd is too sour,too thin/watery compared to masti dahi per retailer observation,more advertising in jaipur,no_data,no_data,curd is too sour | too thin/watery compared to masti dahi per retailer observation | more advertising in jaipur
379,Synthetic (Shoppee YES + March Sales),Radhika Sweets,Vijay Kumar Gupta,8890603375.0,Murlipura Tehsil,Jhotwara / Murlipura,Dairy booth / Parlour,5–10 years,"Yes, dedicated dairy refrigerator",Tanu Enterprise,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup), Mother Dairy Curd",No,"No, not aware at all",,,,100–200 packs/week,"80g / 180g (small cup, single use), 400–500g (medium, family meal)","Cup/tub (convenient, resealable)",Amul_Masti Dahi,"#1: Amul Masti Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup), #4: Mother Dairy Curd",Increased slightly,Taste preference,"Yes, sometimes",,Amul Masti Dahi: 5–10%,Frubon,,Saras,Amul,"Amul (Eye Level, Front Of Fridge)",Amul_Masti Dahi,"Yes, occasionally",Monthly,No complaints,No awareness among customers,More frequent sales rep visits,no_data,,Jhotwara_Murlipura,Dairy_Parlour,5_10yrs,dedicated,unaware,monthly,yes_occasionally,False,cup,88906033750,False,1,1,0,2,2,4,2,1,2,0,150,3,5.46,no complaints,no awareness among customers,more frequent sales rep visits,no_data,no_data,no complaints | no awareness among customers | more frequent sales rep visits
380,Synthetic (Shoppee YES + March Sales),Bhoomi Kirana,Ramesh Chandra Sharma,9829496622.0,Rajeev Nagar,Amer / Periphery / Ajmer Road,Kiryana/General store,More than 10 years,"Yes, dedicated dairy refrigerator",Shiv Agency,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup), Saras Dahi",No,"No, not aware at all",,,,100–200 packs/week,"80g / 180g (small cup, single use), 400–500g (medium, family meal)","Cup/tub (convenient, resealable)",Saras Dahi,"#1: Saras Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup)",Increased slightly,Thickness/texture preference,Rarely,,Amul Masti Dahi: 5–10%,None / No Promotions,,Frubon,Amul,"Saras (Eye Level, Front Of Fridge)",Amul_Masti Dahi,"Yes, occasionally",Monthly,Not thick enough,Too thin/watery compared to Masti Dahi per retailer observation,Better margins for retailers,no_data,,Amer_Periphery,Kiryana,gt_10yrs,dedicated,unaware,monthly,yes_occasionally,False,cup,98294966220,False,1,1,0,2,2,4,2,1,1,0,150,4,5.83,not thick enough,too thin/watery compared to masti dahi per retailer observation,better margins for retailers,no_data,no_data,not thick enough | too thin/watery compared to masti dahi per retailer observation | better margins for retailers
381,Synthetic (Shoppee YES + March Sales),Bajrang Bali Deptartmental Store,Kishore Singh,8290953799.0,P.N. E3 Balaji Nagar Niwaru Road,Amer / Periphery / Ajmer Road,Kiryana/General store,More than 10 years,"Yes, dedicated dairy refrigerator",Nayal,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup)",No,"Yes, aware but not stocking",Company rep hasn't offered it,,,50–100 packs/week,"80g / 180g (small cup, single use)",Pouch (cheaper),Amul_Masti Dahi,"#1: Amul Masti Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup)",Increased significantly,Price,"Yes, sometimes",,Amul Masti Dahi: 5–10%,Frubon,,Saras,Amul,"Amul (Eye Level, Front Of Fridge)",Amul_Masti Dahi,"No, never",Weekly,No complaints,No awareness among customers,More frequent sales rep visits,no_data,,Amer_Periphery,Kiryana,gt_10yrs,dedicated,aware_only,weekly,never,False,pouch,82909537990,False,1,1,1,4,0,4,2,1,2,0,75,4,7.0,no complaints,no awareness among customers,more frequent sales rep visits,no_data,company rep hasn't offered it,no complaints | no awareness among customers | more frequent sales rep visits | company rep hasn't offered it
382,Synthetic (Shoppee YES + March Sales),Asirwad Store,Manish Kumar Bansal,9314260887.0,Vaslinagar Jaipur,Amer / Periphery / Ajmer Road,Kiryana/General store,More than 10 years,"Yes, dedicated dairy refrigerator",Harsh,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup)",No,"No, not aware at all",,,,50–100 packs/week,"80g / 180g (small cup, single use), 400–500g (medium, family meal)","Cup/tub (convenient, resealable)",Amul_Masti Dahi,"#1: Amul Masti Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup)",Stayed the same,Price,Rarely,,Amul Masti Dahi: 5–10%,Saras,,Amul,Saras,"Amul (Eye Level, Front Of Fridge)",Saras Dahi,"No, never",Monthly,Curd is too sour,Too thin/watery compared to Masti Dahi per retailer observation,More consumer-facing offers/free trials,no_data,,Amer_Periphery,Kiryana,gt_10yrs,dedicated,unaware,monthly,never,False,cup,93142608870,False,1,1,0,2,0,2,2,1,0,0,75,4,5.17,curd is too sour,too thin/watery compared to masti dahi per retailer observation,more consumer-facing offers/free trials,no_data,no_data,curd is too sour | too thin/watery compared to masti dahi per retailer observation | more consumer-facing offers/free trials
383,Synthetic (Shoppee YES + March Sales),Anant Super Mart,Amit,9829838240.0,Vaishali Nagar,Vaishali Nagar / Mansarovar,Supermarket / Modern trade,2–5 years,"Yes, dedicated dairy refrigerator",Harsh,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup)",No,"Yes, aware but not stocking",Low/unclear margin,,,50–100 packs/week,"80g / 180g (small cup, single use)","Cup/tub (convenient, resealable)",Amul_Masti Dahi,"#1: Amul Masti Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup)",Stayed the same,Price,"Yes, sometimes",,Amul Masti Dahi: 5–10%,Frubon,,Saras,Saras,"Amul (Eye Level, Front Of Fridge)",Saras Dahi,"No, never",Monthly,Packaging leaks or breaks,Too thin/watery compared to Masti Dahi per retailer observation,Smaller affordable SKU for single-use,no_data,,Vaishali_Mansarovar,Supermarket,2_5yrs,dedicated,aware_only,monthly,never,False,cup,98298382400,False,1,1,1,2,0,2,2,1,2,0,75,2,5.58,packaging leaks or breaks,too thin/watery compared to masti dahi per retailer observation,smaller affordable sku for single-use,no_data,low/unclear margin,packaging leaks or breaks | too thin/watery compared to masti dahi per retailer observation | smaller affordable sku for single-use | low/unclear margin
384,Synthetic (Shoppee YES + March Sales),Sms Tea & Genral Store,Sanjay Sharma,9024778952.0,Pareek Collage Road Banipark,Amer / Periphery / Ajmer Road,Kiryana/General store,More than 10 years,"Yes, dedicated dairy refrigerator",Aditya Cor.,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup)",No,"No, not aware at all",,,,50–100 packs/week,"80g / 180g (small cup, single use)",Pouch (cheaper),Amul_Masti Dahi,"#1: Amul Masti Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup)",Decreased slightly,Familiarity/habit,"Yes, sometimes",,Amul Masti Dahi: 5–10%,Saras,Saras Booth/Display,Saras,About The Same,"Amul (Eye Level, Front Of Fridge)",Saras Dahi,"No, never",Weekly,Not thick enough,No awareness among customers,More advertising in Jaipur,no_data,,Amer_Periphery,Kiryana,gt_10yrs,dedicated,unaware,weekly,never,False,pouch,90247789520,False,1,1,0,4,0,4,2,1,0,0,75,4,5.83,not thick enough,no awareness among customers,more advertising in jaipur,no_data,no_data,not thick enough | no awareness among customers | more advertising in jaipur
385,Synthetic (Shoppee YES + March Sales),Siddhi Vinayak Store,Vishnu Sharma,9166309550.0,Dadi Ka Phatak,Amer / Periphery / Ajmer Road,Kiryana/General store,5–10 years,"Yes, dedicated dairy refrigerator",Jasoda,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup), FruBon Dahi",No,"No, not aware at all",,,,20–50 packs/week,"400–500g (medium, family meal)","Cup/tub (convenient, resealable)",Amul_Masti Dahi,"#1: Amul Masti Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup), #4: FruBon Dahi",Increased slightly,Thickness/texture preference,Rarely,,Amul Masti Dahi: 5–10%,None / No Promotions,Frubon Provides Display Box,Saras,Amul,"Amul (Eye Level, Front Of Fridge)",Amul_Masti Dahi,"No, never",Rarely (once in 2–3 months),Curd is too sour,Customers haven't asked for it,More advertising in Jaipur,no_data,,Amer_Periphery,Kiryana,5_10yrs,dedicated,unaware,rarely,never,False,cup,91663095500,False,1,1,0,1,0,1,2,1,0,0,35,3,4.46,curd is too sour,customers haven't asked for it,more advertising in jaipur,no_data,no_data,curd is too sour | customers haven't asked for it | more advertising in jaipur
386,Synthetic (Shoppee YES + March Sales),Saleem Kirana Store,Mohhamad Saleem,9314184247.0,8 Jda Quaters Surjpol Mandi,Amer / Periphery / Ajmer Road,Kiryana/General store,More than 10 years,"Yes, dedicated dairy refrigerator",Yadav & Sons,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup), Amul Dahi Creamy & Tasty, Saras Dahi, FruBon Dahi",Yes,"Yes, I stock it",,"180g Cup, 80g Cup",20–50 packs/week,50–100 packs/week,"80g / 180g (small cup, single use)",No clear preference,Saras Dahi,"#1: Saras Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup), #4: Amul Dahi Creamy & Tasty",Decreased slightly,Price,"Yes, often",,"Amul C&T: 80g=24%, 180g=30%, 850g=6.8% | Masti: 5–10%",Frubon,,Amul,Saras,"Saras (Eye Level, Front Of Fridge)",Amul_Masti Dahi,"No, never",Fortnightly,No complaints,"Sells okay, no specific complaints",Better margins for retailers,no_data,,Amer_Periphery,Kiryana,gt_10yrs,dedicated,stocking,fortnightly,never,True,no_preference,93141842470,False,1,1,3,3,0,3,2,1,2,35,75,4,9.0,no complaints,"sells okay, no specific complaints",better margins for retailers,no_data,no_data,"no complaints | sells okay, no specific complaints | better margins for retailers"
387,Synthetic (Shoppee YES + March Sales),Sharma Canteen,Kamlesh Ji,8875103103.0,K 30 Rico,Amer / Periphery / Ajmer Road,Kiryana/General store,5–10 years,"Yes, dedicated dairy refrigerator",Chaudhary,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup), Saras Dahi",No,"No, not aware at all",,,,50–100 packs/week,"80g / 180g (small cup, single use)",Pouch (cheaper),Saras Dahi,"#1: Saras Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup)",Increased slightly,Local pride in Saras,"Yes, often",,Amul Masti Dahi: 5–10%,Frubon,,Amul,Saras,"Amul (Eye Level, Front Of Fridge)",Frubon Dahi,"No, never",Monthly,Packaging leaks or breaks,No awareness among customers,Smaller affordable SKU for single-use,no_data,,Amer_Periphery,Kiryana,5_10yrs,dedicated,unaware,monthly,never,False,pouch,88751031030,False,1,1,0,2,0,2,2,1,2,0,75,3,4.79,packaging leaks or breaks,no awareness among customers,smaller affordable sku for single-use,no_data,no_data,packaging leaks or breaks | no awareness among customers | smaller affordable sku for single-use
388,Synthetic (Shoppee YES + March Sales),Brijdham Sweets,Neeraj Kumar,9950680510.0,Vidhani Sitapura,Malviya Nagar / Jagatpura / Sanganer,Dairy booth / Parlour,More than 10 years,"Yes, dedicated dairy refrigerator",Chaudhary,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup)",No,"No, not aware at all",,,,50–100 packs/week,"80g / 180g (small cup, single use), 400–500g (medium, family meal)","Cup/tub (convenient, resealable)",Amul_Masti Dahi,"#1: Amul Masti Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup)",Increased significantly,Familiarity/habit,"Yes, often",,Amul Masti Dahi: 5–10%,Frubon,,Frubon,Amul,"Amul (Eye Level, Front Of Fridge)",Amul_Masti Dahi,"No, never",Monthly,No complaints,No awareness among customers,Smaller affordable SKU for single-use,no_data,,Malviya_Sanganer,Dairy_Parlour,gt_10yrs,dedicated,unaware,monthly,never,False,cup,99506805100,False,1,1,0,2,0,2,2,1,3,0,75,4,5.17,no complaints,no awareness among customers,smaller affordable sku for single-use,no_data,no_data,no complaints | no awareness among customers | smaller affordable sku for single-use
